customer_id,tenure_months,monthly_charges,total_charges,support_tickets_90d,usage_drop_pct,late_payments_12m,satisfaction_score,contract_type,payment_method,internet_service,tech_support,senior_citizen,dependents,autopay,churn
CUST-02403,54,57.35,2841.07,0,-10.0,0,8.7,One year,Mailed check,DSL,No,0,1,0,0
CUST-02404,40,78.69,3143.43,3,42.4,1,6.7,Month-to-month,Credit card,Fiber optic,No,0,1,1,0
CUST-02405,28,69.0,2019.18,0,-13.6,0,8.1,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-02406,60,72.37,4263.32,5,-7.2,1,5.4,Two year,Credit card,Fiber optic,Yes,1,0,0,0
CUST-02407,27,135.04,3505.07,1,-8.7,0,10.0,One year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-02408,52,28.66,1631.2,1,11.2,4,4.0,One year,Bank transfer,None,No,0,0,1,0
CUST-02409,34,71.43,2553.01,2,24.2,0,5.8,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02410,2,111.93,137.29,1,16.4,0,4.5,One year,Credit card,Fiber optic,No,0,1,0,0
CUST-02411,39,36.96,1027.92,0,31.6,1,8.5,Two year,Mailed check,None,No,0,1,0,0
CUST-02412,4,59.98,354.01,2,-5.2,0,8.1,Month-to-month,Bank transfer,None,No,0,0,0,0
CUST-02413,68,63.19,4105.09,1,18.5,1,4.9,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-02414,44,71.75,3210.59,3,3.1,0,8.9,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-02415,27,33.31,937.16,3,11.6,2,5.8,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-02416,36,94.67,2935.88,6,25.7,0,7.8,Month-to-month,Credit card,Fiber optic,No,0,0,1,1
CUST-02417,45,96.66,4369.97,0,-19.1,0,8.2,One year,Mailed check,None,Yes,0,1,0,0
CUST-02418,19,92.23,1881.0,1,39.9,0,6.7,Month-to-month,Bank transfer,Fiber optic,No,0,1,1,1
CUST-02419,21,53.63,1285.52,3,5.7,0,8.7,Two year,Bank transfer,Fiber optic,No,0,1,1,0
CUST-02420,31,80.42,2522.36,3,-17.7,0,6.8,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-02421,19,52.82,509.28,0,-3.1,0,7.7,Two year,Credit card,DSL,No,0,0,1,0
CUST-02422,55,68.69,4097.22,1,9.6,0,6.6,Two year,Electronic check,None,No,1,0,1,0
CUST-02423,8,138.3,1209.16,1,-3.1,0,3.7,Month-to-month,Electronic check,DSL,Yes,0,0,0,0
CUST-02424,60,80.68,4539.97,1,-24.8,0,6.9,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-02425,26,44.75,966.56,0,9.5,0,5.5,Two year,Electronic check,DSL,No,0,1,0,0
CUST-02426,41,83.05,3462.86,2,-3.5,0,9.6,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,0
CUST-02427,12,40.15,651.75,0,18.4,0,4.6,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-02428,28,44.43,1122.05,1,-9.1,0,9.3,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-02429,55,48.85,2893.13,1,44.2,1,6.8,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,0
CUST-02430,20,65.56,863.01,2,16.2,1,7.8,One year,Electronic check,Fiber optic,No,1,0,0,0
CUST-02431,10,104.24,781.79,7,11.1,0,4.6,One year,Bank transfer,DSL,No,0,0,1,1
CUST-02432,38,94.2,3063.51,2,18.0,0,6.5,Two year,Bank transfer,Fiber optic,No,0,1,0,0
CUST-02433,12,92.64,887.33,1,-21.1,0,5.9,One year,Credit card,DSL,Yes,1,0,1,0
CUST-02434,23,47.23,1463.31,1,0.0,2,10.0,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-02435,33,62.84,2588.17,1,36.5,0,5.9,One year,Credit card,DSL,No,0,1,0,0
CUST-02436,41,85.62,3569.07,1,2.9,1,9.2,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-02437,47,60.41,2679.66,1,7.0,0,9.2,Month-to-month,Credit card,Fiber optic,Yes,0,1,1,0
CUST-02438,49,70.21,3384.88,1,0.5,0,9.2,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-02439,61,90.36,5630.29,2,31.4,0,6.0,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-02440,5,68.23,20.0,3,4.1,0,10.0,Month-to-month,Bank transfer,None,Yes,0,1,0,0
CUST-02441,27,84.33,2133.79,2,-12.0,1,10.0,Month-to-month,Electronic check,None,Yes,0,0,1,0
CUST-02442,1,122.6,481.32,3,49.3,1,7.8,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,1
CUST-02443,1,73.19,20.0,3,-14.0,0,6.3,Two year,Bank transfer,None,No,0,0,0,0
CUST-02444,16,111.02,1589.06,1,6.4,0,5.6,Month-to-month,Credit card,DSL,Yes,1,0,0,0
CUST-02445,44,93.66,4124.34,2,-5.5,1,7.9,Two year,Credit card,Fiber optic,No,1,1,0,0
CUST-02446,65,36.92,2470.59,1,-3.2,0,7.2,Two year,Credit card,DSL,No,1,0,1,0
CUST-02447,56,47.14,2483.59,2,-9.0,0,7.4,Two year,Electronic check,Fiber optic,No,0,1,1,0
CUST-02448,47,54.66,2588.26,4,-0.6,0,4.7,Month-to-month,Bank transfer,DSL,No,0,1,1,0
CUST-02449,57,54.06,3233.4,0,23.7,0,7.2,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-02450,13,75.47,1471.47,0,-22.4,1,9.2,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-02451,61,95.21,5776.25,4,28.2,0,8.6,Month-to-month,Electronic check,None,No,0,0,1,0
CUST-02452,65,113.14,7343.78,2,25.4,0,6.4,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-02453,7,86.63,988.27,4,16.1,0,6.9,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-02454,34,65.52,2090.39,2,10.0,0,4.5,One year,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-02455,60,20.0,868.91,1,12.4,2,5.9,One year,Bank transfer,None,Yes,1,0,0,0
CUST-02456,35,79.98,2861.86,0,30.8,0,6.5,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-02457,61,78.72,5070.96,3,-19.9,2,8.2,Month-to-month,Bank transfer,Fiber optic,No,1,0,1,0
CUST-02458,68,83.12,5742.42,0,19.6,1,5.8,One year,Electronic check,DSL,No,0,0,1,0
CUST-02459,35,136.97,4769.7,1,-3.9,1,5.2,One year,Electronic check,DSL,No,0,0,0,1
CUST-02460,5,112.74,201.6,4,21.2,2,8.5,One year,Bank transfer,Fiber optic,Yes,0,0,0,1
CUST-02461,25,99.98,2484.91,0,-1.8,1,6.3,Two year,Credit card,DSL,Yes,0,1,1,0
CUST-02462,16,51.06,1125.25,1,19.3,1,5.6,One year,Mailed check,DSL,No,0,0,0,0
CUST-02463,35,63.64,1918.87,3,-16.8,0,8.6,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-02464,43,75.34,3178.43,1,-19.1,0,7.9,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-02465,34,56.29,1816.99,3,6.2,1,6.7,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-02466,15,92.01,1205.72,0,31.0,0,6.5,Month-to-month,Mailed check,DSL,No,0,0,1,0
CUST-02467,22,87.99,1997.76,2,16.6,0,7.8,Two year,Electronic check,DSL,Yes,0,0,1,0
CUST-02468,49,47.53,2439.8,1,16.5,0,8.1,One year,Mailed check,DSL,Yes,0,1,0,0
CUST-02469,2,111.51,331.23,3,21.8,1,7.5,One year,Credit card,DSL,No,0,0,1,0
CUST-02470,16,80.86,1049.56,0,1.6,0,7.3,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-02471,65,29.59,1511.85,2,17.8,3,6.0,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-02472,8,76.56,678.08,1,-1.3,1,6.1,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-02473,30,85.87,2449.62,2,3.0,0,6.8,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-02474,15,105.24,2038.18,4,5.0,1,5.4,One year,Credit card,None,No,0,0,0,0
CUST-02475,8,68.55,1019.53,2,-0.7,0,5.2,Month-to-month,Credit card,None,No,0,0,0,0
CUST-02476,31,101.18,3634.25,0,6.9,1,6.9,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,0
CUST-02477,38,83.24,2928.09,0,3.9,1,8.9,Month-to-month,Credit card,Fiber optic,No,0,1,1,1
CUST-02478,13,41.18,677.68,1,-3.3,2,3.4,Month-to-month,Mailed check,Fiber optic,No,0,0,0,0
CUST-02479,6,38.38,448.02,2,5.8,0,6.4,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,0,1
CUST-02480,10,109.43,1283.89,3,10.5,1,7.6,One year,Bank transfer,None,No,0,0,0,0
CUST-02481,47,111.49,5151.43,2,-9.6,0,9.0,Month-to-month,Electronic check,Fiber optic,No,0,0,1,1
CUST-02482,62,87.04,5716.27,0,14.7,1,10.0,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-02483,13,119.88,1558.56,1,0.1,1,6.6,Month-to-month,Electronic check,DSL,No,0,0,0,1
CUST-02484,24,107.59,2614.19,0,11.2,0,10.0,Month-to-month,Electronic check,DSL,No,0,1,0,1
CUST-02485,25,97.14,2044.04,4,-2.6,1,7.9,One year,Electronic check,DSL,No,1,1,0,0
CUST-02486,26,52.48,1525.67,2,24.8,0,8.6,Two year,Electronic check,DSL,Yes,0,0,0,0
CUST-02487,18,126.48,2211.54,1,23.3,0,5.2,One year,Electronic check,DSL,No,0,0,0,1
CUST-02488,4,93.02,488.27,2,-8.8,0,7.9,One year,Credit card,DSL,No,0,0,0,0
CUST-02489,38,67.2,2612.38,0,16.4,2,8.7,One year,Bank transfer,Fiber optic,No,0,0,1,0
CUST-02490,26,59.29,1586.77,2,31.1,0,5.9,Month-to-month,Mailed check,DSL,Yes,0,1,0,0
CUST-02491,25,85.19,2118.32,3,-7.2,0,2.4,One year,Bank transfer,DSL,Yes,0,1,0,0
CUST-02492,20,31.21,820.85,3,-5.9,1,7.4,Month-to-month,Electronic check,Fiber optic,No,1,0,1,0
CUST-02493,67,97.59,6488.81,2,19.8,2,6.7,Month-to-month,Credit card,DSL,Yes,0,0,0,0
CUST-02494,44,51.3,1893.4,1,-12.9,0,9.5,One year,Credit card,DSL,No,0,1,0,0
CUST-02495,31,88.38,2882.02,2,-4.4,1,6.1,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02496,15,63.39,748.6,2,-8.2,0,5.8,Month-to-month,Electronic check,None,Yes,0,0,0,0
CUST-02497,58,70.6,3763.73,1,20.0,0,5.0,Two year,Mailed check,DSL,No,1,1,1,0
CUST-02498,64,56.81,3380.28,3,-3.1,1,6.0,Month-to-month,Mailed check,None,No,0,0,1,0
CUST-02499,3,73.49,291.3,2,3.4,1,10.0,Month-to-month,Mailed check,DSL,No,1,0,0,0
CUST-02500,67,130.9,8746.17,4,-4.0,1,4.2,Month-to-month,Bank transfer,DSL,No,0,0,0,1
CUST-02501,51,116.78,5422.61,2,26.4,1,4.7,One year,Electronic check,Fiber optic,No,1,1,0,0
CUST-02502,8,87.93,607.53,1,-5.8,2,7.0,Two year,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-02503,55,77.29,4543.26,1,-14.5,0,10.0,One year,Credit card,DSL,No,1,0,0,0
CUST-02504,8,101.64,700.3,2,-15.1,1,8.4,Month-to-month,Electronic check,DSL,Yes,0,0,0,0
CUST-02505,4,109.64,397.19,0,19.1,2,9.9,Month-to-month,Electronic check,None,Yes,0,0,1,0
CUST-02506,9,54.77,753.68,1,20.3,1,6.4,Month-to-month,Mailed check,Fiber optic,No,0,0,0,0
CUST-02507,34,75.83,2777.09,0,28.0,0,4.6,One year,Electronic check,DSL,Yes,0,0,1,0
CUST-02508,45,26.99,1469.99,1,-12.2,2,6.3,Two year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-02509,30,109.45,2590.36,2,4.3,0,6.9,Two year,Credit card,DSL,Yes,1,0,1,0
CUST-02510,9,135.82,1655.76,0,46.8,1,7.1,Month-to-month,Mailed check,Fiber optic,No,0,0,0,1
CUST-02511,15,80.24,1362.7,1,3.2,1,6.7,Month-to-month,Mailed check,DSL,Yes,0,0,0,0
CUST-02512,62,20.0,1855.37,3,-1.0,0,8.2,Month-to-month,Electronic check,DSL,No,1,1,1,0
CUST-02513,70,95.05,6457.92,2,7.7,1,5.8,Month-to-month,Credit card,None,No,1,1,1,0
CUST-02514,55,52.69,2457.09,1,16.5,1,5.4,Two year,Mailed check,DSL,No,1,0,1,0
CUST-02515,8,59.43,477.24,1,16.2,0,4.9,Month-to-month,Credit card,Fiber optic,Yes,1,1,0,0
CUST-02516,60,95.54,5663.56,1,-1.8,1,7.5,Two year,Electronic check,DSL,No,0,0,0,0
CUST-02517,50,85.13,4419.92,3,-1.4,1,7.3,Month-to-month,Credit card,DSL,Yes,0,0,0,0
CUST-02518,38,64.33,2713.27,0,3.3,0,9.1,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02519,11,59.81,636.09,1,-3.7,2,9.9,Two year,Bank transfer,Fiber optic,No,0,1,0,0
CUST-02520,72,81.52,5809.26,1,-11.8,0,4.9,One year,Bank transfer,None,No,0,0,1,0
CUST-02521,32,66.53,2259.64,3,36.9,0,7.1,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-02522,4,46.94,123.68,0,1.5,1,6.7,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-02523,16,68.69,1014.04,1,2.4,0,4.3,Month-to-month,Bank transfer,DSL,No,1,0,1,0
CUST-02524,29,87.51,2797.07,1,2.9,0,6.1,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-02525,5,73.01,679.99,3,6.7,0,9.9,Month-to-month,Bank transfer,DSL,No,0,1,0,0
CUST-02526,24,38.42,1193.07,0,15.0,0,6.0,One year,Credit card,Fiber optic,No,0,0,1,0
CUST-02527,34,105.69,3551.4,2,0.6,2,5.7,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,0,1
CUST-02528,69,20.0,845.05,2,26.2,5,7.0,Month-to-month,Credit card,Fiber optic,No,1,0,0,0
CUST-02529,7,65.5,421.45,4,17.6,1,8.7,One year,Credit card,DSL,No,0,0,0,0
CUST-02530,42,60.63,2356.96,4,4.9,0,6.6,Two year,Credit card,Fiber optic,No,0,0,1,0
CUST-02531,66,82.15,5389.47,1,-2.7,0,7.3,Two year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02532,59,93.73,5362.3,5,25.4,0,3.0,Month-to-month,Bank transfer,DSL,Yes,0,0,0,1
CUST-02533,67,109.55,7334.67,5,5.4,2,8.1,Month-to-month,Bank transfer,DSL,No,0,0,1,1
CUST-02534,13,58.05,494.83,1,-11.9,2,7.5,Month-to-month,Bank transfer,Fiber optic,No,0,1,1,0
CUST-02535,58,94.42,5156.18,1,24.3,1,8.7,Two year,Bank transfer,DSL,No,0,0,1,0
CUST-02536,71,83.48,6232.75,3,-3.6,0,3.7,One year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-02537,24,30.08,479.51,5,21.9,1,6.6,Two year,Credit card,Fiber optic,No,0,0,1,0
CUST-02538,36,131.22,4724.0,2,-32.2,0,8.8,Two year,Electronic check,Fiber optic,No,0,0,0,1
CUST-02539,39,37.71,1709.32,3,2.1,0,6.1,Month-to-month,Mailed check,DSL,No,0,1,0,0
CUST-02540,36,89.75,3459.58,0,26.6,1,7.2,Month-to-month,Mailed check,None,Yes,0,1,0,0
CUST-02541,21,88.92,2066.03,3,8.1,1,6.4,Month-to-month,Electronic check,Fiber optic,No,0,0,0,1
CUST-02542,70,85.72,6076.12,1,17.6,2,6.4,Month-to-month,Mailed check,Fiber optic,Yes,0,1,1,0
CUST-02543,69,64.15,4607.35,1,-6.4,1,9.2,Two year,Bank transfer,None,Yes,0,0,1,0
CUST-02544,28,101.16,3175.75,1,13.6,1,4.5,Month-to-month,Electronic check,DSL,No,0,0,1,1
CUST-02545,58,34.31,2096.24,0,8.1,0,7.0,One year,Credit card,None,No,0,0,0,0
CUST-02546,29,76.16,1749.34,2,11.9,2,7.6,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-02547,58,62.21,3476.05,0,40.6,2,8.8,One year,Credit card,DSL,No,0,1,1,0
CUST-02548,43,59.04,2712.81,3,28.9,1,6.9,Month-to-month,Credit card,DSL,Yes,1,0,0,0
CUST-02549,34,90.0,2903.23,4,20.7,1,8.8,Month-to-month,Bank transfer,Fiber optic,No,0,1,0,0
CUST-02550,10,108.17,1486.73,1,20.9,1,7.0,One year,Electronic check,DSL,Yes,0,0,1,0
CUST-02551,48,68.39,3266.93,2,-6.5,0,7.3,Month-to-month,Electronic check,Fiber optic,No,0,1,0,0
CUST-02552,24,99.86,2417.95,3,0.5,1,7.2,Two year,Bank transfer,DSL,No,0,1,0,0
CUST-02553,16,79.39,1551.43,2,-16.5,1,8.3,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02554,14,53.0,696.29,1,-12.3,1,8.1,Month-to-month,Credit card,DSL,No,1,1,1,0
CUST-02555,71,70.78,5069.45,2,-6.2,0,5.1,Month-to-month,Mailed check,Fiber optic,No,1,1,0,0
CUST-02556,8,69.61,781.66,0,7.5,1,7.5,Month-to-month,Bank transfer,Fiber optic,No,0,1,0,0
CUST-02557,58,58.49,3024.35,1,-11.6,1,8.1,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-02558,63,90.0,5598.68,1,7.4,0,9.7,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-02559,3,84.57,461.0,3,5.5,0,5.3,Month-to-month,Credit card,Fiber optic,No,0,0,1,1
CUST-02560,43,33.46,1455.18,3,-10.1,0,8.1,Two year,Electronic check,Fiber optic,No,0,1,0,0
CUST-02561,42,31.76,1700.75,3,32.4,1,6.5,Two year,Bank transfer,None,No,0,0,1,0
CUST-02562,26,89.89,1943.16,0,-13.2,0,7.4,Month-to-month,Bank transfer,DSL,No,0,0,0,0
CUST-02563,49,55.17,2280.83,3,25.9,0,5.2,One year,Credit card,DSL,Yes,0,0,1,0
CUST-02564,30,86.46,2786.22,1,-28.1,1,7.1,Month-to-month,Electronic check,DSL,No,0,1,0,1
CUST-02565,32,99.87,3412.29,2,5.7,0,7.7,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02566,32,42.41,1308.81,1,-11.2,3,5.4,Month-to-month,Credit card,DSL,Yes,1,0,0,0
CUST-02567,58,38.48,2331.94,2,-2.5,0,9.7,Month-to-month,Credit card,DSL,Yes,0,1,0,0
CUST-02568,46,124.88,5930.78,3,37.0,0,4.3,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,0,1
CUST-02569,28,87.84,2256.05,4,2.4,0,8.1,One year,Mailed check,DSL,Yes,0,1,1,0
CUST-02570,67,66.26,4262.71,1,-9.7,1,2.7,Month-to-month,Credit card,None,No,0,0,1,0
CUST-02571,58,51.85,3054.73,2,15.8,0,6.6,Two year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-02572,68,63.71,4558.3,3,2.3,1,8.0,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-02573,53,44.66,2075.49,1,10.4,0,8.4,One year,Credit card,DSL,Yes,0,0,0,0
CUST-02574,29,102.74,2929.97,1,-6.6,1,6.9,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-02575,56,56.25,3088.94,4,-5.8,2,6.7,Month-to-month,Electronic check,Fiber optic,No,1,0,0,0
CUST-02576,24,108.62,2711.37,2,-4.6,3,8.1,Month-to-month,Bank transfer,Fiber optic,No,1,1,1,0
CUST-02577,20,66.78,1333.43,2,20.8,0,8.8,Month-to-month,Credit card,Fiber optic,No,0,0,1,0
CUST-02578,33,48.79,1473.6,3,4.4,0,9.6,One year,Electronic check,DSL,Yes,0,1,1,0
CUST-02579,70,66.06,4936.34,3,-8.8,1,4.8,Month-to-month,Electronic check,None,No,0,0,1,0
CUST-02580,41,20.0,685.19,2,10.6,0,6.7,One year,Bank transfer,DSL,Yes,0,0,1,0
CUST-02581,28,74.62,2016.34,1,9.3,1,3.2,Month-to-month,Bank transfer,DSL,No,0,1,1,0
CUST-02582,34,73.24,2092.29,5,17.2,0,4.6,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-02583,21,101.09,1944.48,2,0.3,1,5.8,Month-to-month,Bank transfer,Fiber optic,No,0,1,1,0
CUST-02584,48,25.18,1337.66,1,6.8,1,8.7,Month-to-month,Electronic check,Fiber optic,No,1,1,0,0
CUST-02585,26,110.53,2953.93,2,14.7,0,6.2,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-02586,40,100.98,4189.08,1,-8.1,0,6.6,Month-to-month,Electronic check,DSL,No,1,1,0,0
CUST-02587,27,113.06,3190.37,2,22.2,1,7.6,Two year,Credit card,None,No,0,0,0,1
CUST-02588,24,76.52,2358.41,1,8.3,0,5.9,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,1,0
CUST-02589,70,106.39,7260.34,1,-9.6,2,3.5,Month-to-month,Electronic check,None,Yes,0,0,0,1
CUST-02590,25,36.81,515.39,3,-9.7,1,5.8,Month-to-month,Bank transfer,DSL,Yes,0,0,0,0
CUST-02591,6,97.97,325.18,2,6.4,2,6.9,Two year,Credit card,Fiber optic,Yes,0,1,1,0
CUST-02592,28,56.41,1403.57,2,-0.8,0,7.9,Month-to-month,Mailed check,DSL,No,0,0,1,0
CUST-02593,39,31.76,995.06,0,20.1,1,6.7,Month-to-month,Credit card,DSL,No,0,1,1,0
CUST-02594,7,46.52,349.06,2,3.4,0,7.9,Two year,Mailed check,DSL,Yes,0,0,1,0
CUST-02595,23,78.15,2110.61,2,12.8,1,8.8,Two year,Bank transfer,DSL,No,0,0,0,0
CUST-02596,12,54.92,1043.95,2,-5.6,0,9.1,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-02597,37,88.53,3401.69,1,7.6,0,7.4,Month-to-month,Bank transfer,DSL,No,0,1,0,0
CUST-02598,53,27.37,1985.93,2,29.0,0,5.1,Month-to-month,Credit card,DSL,Yes,0,1,0,0
CUST-02599,70,20.0,1310.91,1,5.6,0,4.9,Two year,Electronic check,Fiber optic,No,1,1,1,0
CUST-02600,29,116.43,2968.34,3,-0.8,1,5.0,One year,Electronic check,None,No,0,0,1,0
CUST-02601,63,103.31,6771.82,0,-5.8,1,5.2,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,0
CUST-02602,16,48.62,318.27,2,7.7,0,7.3,Month-to-month,Bank transfer,DSL,No,1,0,0,0
CUST-02603,57,77.92,4252.69,1,30.5,1,10.0,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-02604,41,106.55,4498.58,1,-13.8,0,7.5,One year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-02605,55,89.74,4910.1,5,7.2,1,6.9,One year,Bank transfer,DSL,No,0,0,0,0
CUST-02606,55,82.15,4470.51,0,-19.4,0,8.8,Month-to-month,Bank transfer,Fiber optic,No,1,0,0,0
CUST-02607,39,108.66,3942.54,0,1.4,0,5.6,One year,Mailed check,Fiber optic,No,0,1,0,0
CUST-02608,19,57.54,1090.56,2,12.2,1,9.0,One year,Electronic check,DSL,No,0,0,0,0
CUST-02609,38,78.87,3247.98,2,-17.3,1,8.8,One year,Electronic check,None,No,0,1,0,0
CUST-02610,60,77.5,4654.99,2,0.9,1,7.2,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-02611,70,70.36,4717.64,1,12.6,0,10.0,Two year,Mailed check,DSL,No,0,0,0,0
CUST-02612,67,67.09,4183.15,2,10.1,2,9.1,Month-to-month,Electronic check,DSL,Yes,0,0,0,0
CUST-02613,14,80.04,918.16,0,13.4,0,7.2,One year,Credit card,DSL,No,0,0,1,0
CUST-02614,44,78.96,3572.32,0,-7.6,3,6.8,Month-to-month,Bank transfer,DSL,No,0,0,0,1
CUST-02615,8,48.64,475.02,3,12.6,0,6.3,One year,Credit card,DSL,Yes,0,0,1,0
CUST-02616,49,100.45,4721.92,3,-1.6,2,6.9,One year,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-02617,72,50.66,3094.83,1,19.4,0,6.9,Month-to-month,Bank transfer,DSL,No,0,1,0,0
CUST-02618,4,71.89,392.56,3,-29.0,0,6.5,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-02619,48,69.73,3122.61,1,3.4,0,6.7,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-02620,69,88.03,6246.34,2,9.6,1,5.0,Month-to-month,Credit card,DSL,No,1,1,1,0
CUST-02621,61,20.0,1030.97,1,29.6,1,6.1,Month-to-month,Mailed check,None,Yes,1,0,0,0
CUST-02622,29,102.95,2738.57,4,9.4,0,4.2,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,1
CUST-02623,8,59.04,510.61,3,11.0,1,7.8,Two year,Credit card,DSL,No,0,0,1,0
CUST-02624,67,112.16,8104.14,2,14.0,1,7.2,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-02625,67,64.61,4516.13,2,28.0,2,6.9,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-02626,42,76.63,3252.51,1,1.9,0,8.7,Month-to-month,Electronic check,DSL,Yes,0,1,0,0
CUST-02627,71,131.59,9432.6,1,-14.4,1,5.5,One year,Credit card,DSL,Yes,0,0,1,1
CUST-02628,1,70.23,20.0,4,-17.5,0,5.8,One year,Electronic check,DSL,No,0,1,0,0
CUST-02629,45,112.69,4790.46,2,18.6,1,4.4,One year,Bank transfer,DSL,Yes,0,1,0,0
CUST-02630,3,79.09,20.0,0,11.6,1,8.9,One year,Credit card,DSL,No,0,0,1,0
CUST-02631,68,89.63,6527.31,0,3.9,1,8.2,Month-to-month,Electronic check,None,No,0,1,0,0
CUST-02632,49,79.96,4299.89,3,-1.4,1,9.5,Two year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-02633,66,101.74,6813.04,2,10.9,0,9.9,One year,Electronic check,Fiber optic,No,1,1,0,0
CUST-02634,41,58.81,2444.99,0,11.4,0,6.3,One year,Electronic check,None,Yes,0,1,0,0
CUST-02635,6,50.45,20.0,2,15.7,3,5.8,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-02636,2,60.12,65.42,0,-9.7,0,3.9,Month-to-month,Bank transfer,DSL,Yes,0,0,0,0
CUST-02637,25,80.79,2467.85,2,-20.2,1,5.1,One year,Mailed check,DSL,No,1,1,1,0
CUST-02638,54,71.82,3911.13,3,-6.6,0,6.5,One year,Credit card,Fiber optic,No,0,1,0,0
CUST-02639,11,97.89,935.63,3,-13.6,0,3.4,Two year,Mailed check,DSL,No,0,0,0,0
CUST-02640,62,114.53,6661.34,3,-14.4,0,5.2,Two year,Credit card,DSL,No,0,1,0,0
CUST-02641,18,50.68,1257.32,3,33.1,0,7.0,Month-to-month,Mailed check,Fiber optic,No,0,0,0,0
CUST-02642,36,57.45,2050.68,0,-28.3,1,8.7,One year,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-02643,15,37.79,127.67,2,15.5,4,5.8,Month-to-month,Electronic check,DSL,Yes,0,0,0,0
CUST-02644,34,134.85,4353.83,1,22.5,0,7.3,Two year,Bank transfer,DSL,No,0,0,1,0
